LakeID,Location_ID,LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Sampling Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Supported Uses,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 19,#Wks HAB Notification 19,#Wks HAB Notification 19,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2013?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,2019 Sample?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations-# Reporting Quarters,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,Fish Stocking,Comments
0302LAC0132,0302LAC0132_C,248,Lake Lacoma,Monroe,Perinton,11,5,33,13,3,41,12.5,,,no,6.82,2017-2019,43.05088288,-77.47944727,B,n/a,no,,recreation,,none reported,none reported,4.7,Tinker Nature Center Pond,"2014, 2015, 2017",yes,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,3,1,6,0,0,0,0,0,,Lake Lacoma Conservancy,yes,"Fred Beer, Mark Rosenzweig",,Lake Ontario,,,CSLAP,,,,,,CSLAP,no,0.284480569,,,,,,,,,,
1102LAU1121,1102LAU1121_C,60,Lake Lauderdale,Washington,Salem,77,31,1236,500,16.1,80,24.4,37.1,11.3,no,0.88,"1989-1993, 1995, 1997",43.08928,-73.37431,B,,no,Washington County Beach - Lake Lauderdale,recreation and public bathing,none reported,Eurasian watermilfoil; curly-leafed pondweed,none reported,0,,,,NA,Fully supported,Stressed,Stressed,Good,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Lake Lauderdale Improvement Association,,,,Upper Hudson River,eastern Adk,Mohawk,CSLAP,no,,0,0,0,CSLAP,no,0.8,,,,,,,,"common waterweed, large leaf pondweed",,
1302LIN0057A,1302LIN0057A_C,102,Lake Lincolndale,Westchester,Somers,19,8,324,131,16.8,11.5,3.5,6.5,2,no,0.19,"1993-2005, 2007-2009, 2013-2019",41.34138,-73.7256,B,C,no,Lake Lincondale Beach,recreation and public bathing,none reported,Eurasian watermilfoil; brittle naiad,none reported,0,,"2013, 2014, 2015, 2016, 2019",yes,NA,Stressed,Impaired,Stressed,Poor,Good,Fully supported,6/16/2019,9/22/2019,,2,2,0,4,3,3,8,0,herbicides,Lake Lincolndale Property Owners Association,yes,Michael and Melinda O'Keefe,Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,5,2,3,CSLAP,no,0.635162602,,,,,,,,,,
1501LUC0982B,1501LUC0982B_C,1,Lake Lucille,Rockland,New City,13,5,2696,1091,209.8,9.8,3,3.9,1.2,no,0.01,"1986-1990, 2012-2019",41.1837,-73.99753,B,C,no,,recreation,none reported,none reported,none reported,4.1,Congers Lake,2019,no,NA,Stressed,Stressed,Fully supported,Poor,Unassessed,Fully supported,9/15/2019,9/15/2019,,2,1,0,0,0,0,1,1,,Lake Lucille Property Owners Association ,yes,"Juli Schaefer, Judith Andersen, Rik Paul, Daniel Petrow",Downstate,Lower Hudson River,Mid Atlantic,lower Hudson,CSLAP,yes,,1,1,0,CSLAP,no,0.508130081,,,,,,,,,,dredging proposed 1995
1104LUZ0318,1104LUZ0318_C,158,Lake Luzerne,Warren,Lake Luzerne,96,39,14110,5710,146.8,52,15.8,24,7.3,no,0.1,1999-2004,43.32281,-73.8325,B,B,no,Lake Luzerne Motel; Lake Luzerne Public Beach Wayside; Lake Luzerne Public Beach Pierpont; Island View Motel; Luzerne Music Center; The Elms,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,Fully supported,Threatened,Fully supported,Good,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,herbicides,Lake Luzerne Association,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,0.5,,,,,,,,coontail and large leaf pondweed,,
1302MAH0053,1302MAH0053_C,3,Lake Mahopac,Putnam,Mahopac,582,236,1201,486,2.1,66.9,20.4,28.5,8.7,no,6.71,"1986-1995, 1997-1998, 2000, 2002",41.38128,-73.74017,A,B,yes,Mahopac Golf and Beach Club,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil,zebra mussels,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,5,2,0,0,0,0,0,0,,Lake Mahopac Park District ,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,yes,0.628810877,,,,12,,,grass carp,,,
1301MEA0160,1301MEA0160_C,159,Lake Meahagh,Westchester,Cortlandt,91,37,716,290,7.8,,,2.6,0.8,no,0.17,1999=2001,41.25379,-73.95041,C,,no,,recreation,none reported,none reported,none reported,4.3,Wallace Pond,,,NA,NA,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.61,,,,,,,,,,water level withdrawal 2000
1301MOH0179,1301MOH0179_C,150,Lake Mohegan,Westchester,Yorktown,102,41,647,262,6.3,16.1,4.9,7.9,2.4,no,0.62,"1998-2013, 2015-2019",41.31459,-73.85053,B,A,no,Mohegan Colony Association; Mohegan Beach Park District,recreation and public bathing,none reported,Eurasian watermilfoil,none reported,0,,"2012, 2013, 2014, 2015, 2017, 2019",yes,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,6/9/2019,8/5/2019,,17,6,5,0,2,10,3,4,mechanical,Mohegan Lake Improvement District,yes,"Randall Duggan, Ken Belfer, Joseph Pacchiana",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,6,2,3,CSLAP,no,0.61,,,,10,,"Cutrine 2018; copper sulfate 2017, 2016, 2015",,,,
0602MOR0152,0602MOR0152_C,18,Lake Moraine,Madison,Hamilton,250,101,5221,2113,20.9,42.7,13,18,5.5,no,0.66,1986-2019,42.85576,-75.51734,B,C,no,,recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,2015,no,NA,Stressed,Stressed,Threatened,Fair,Fair,Fully supported,NA,NA,,0,0,1,0,2,0,1,1,mechanical,Lake Moraine Association ,yes,"Terry Spooner, Earl Ewing, Eileen Fehlner, James Finch, Alan Lash, Janet and Ava Walsh",Central,Susquehanna River,west central,Central NY,CSLAP,yes,,1,1,0,CSLAP,no,0.4,,,,,,"copper 2018, 2016 , 2015",,,,"fluridone 2006, drawdown"
1309MYO0954,1309MYO0954_C,54,Lake Myosotis,Albany,Rensselaerville,90,36,3917,1585,43.7,,,8.5,2.6,no,0.13,"1989-1993, 1995",42.51998,-74.15007,A,C,yes,Huyck Preserve Beach,"potable water, recreation, and public bathing",none reported,none reported,Rusty crayfish,0,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,2,0,0,0,0,0,,,,,,Lower Hudson River,,Mohawk,CSLAP,no,,0,0,0,CSLAP,no,0.444613821,,,,,,,,,,
1302NIM0076E,1302NIM0076E_C,86,Lake Nimham,Putnam,Kent,32,13,880,356,27.4,,,4.6,1.4,no,0.69,1991-1995,41.47786,-73.732,B,"A,B",no,,recreation,none reported,brittle naiad,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.074008134,,,,,,,,,,
0901ISLXXX1,0901ISLXXX1_C,171,Lake of the Isles,Jefferson,Alexandria,1211,490,3235,1309,2.7,31.8,9.7,15,4.6,no,3.41,2000-2001,44.32974,-75.98625,C,,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,0.5,,,,,,,,,,
0906OTH0009,0906OTH0009_C,160,Lake of the Woods,Jefferson,Alexandria,166,67,667,270,4,80,24.4,42.6,13,no,7.04,"1994-1995, 1999-2005, 2008, 2015-2019",44.31551,-75.72711,C,A,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,1,0,0,0,yes,Lake of the Woods Association,yes,"Francis Wood, Kevin McCarthy, John Weymann",Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,1,1,0,CSLAP,no,0.46,,,,,,,,,,
#N/A,#N/A,1006.3,Lake Ontario-Golden Hill,Niagara,Somerset,2287250,925600,22264611,9010000,9.7,,,275.6,84,no,22.64,1995-1997,43.31336,-78.85162,A,,yes,YMCA Camp Kenan; Henderson Habor Yacht Club; Kring's Mobile Home Park; Docteur's Cottages; Roosevelt Cottages and Trailer Park; Willows on the Lake Campground; Waddington Town Beach; Crescent Yacht Club,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly-leafed pondweed; starry stonewort,"quagga mussels, zebra mussels",0,,,,Fully supported,Impaired,Impaired,Fully supported,Fair,Fair,Impaired,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lake Ontario,Ontario,western NY,CSLAP,no,,0,0,0,CSLAP,no,0.381097561,,,,,,,,,,
#N/A,#N/A,1006.2,Lake Ontario-Wilson Tuscarora,Niagara,Wilson,2287250,925600,22264611,9010000,9.7,,,275.6,84,no,22.64,1995-1997,43.37339,-78.47463,A,,yes,YMCA Camp Kenan; Henderson Habor Yacht Club; Kring's Mobile Home Park; Docteur's Cottages; Roosevelt Cottages and Trailer Park; Willows on the Lake Campground; Waddington Town Beach; Crescent Yacht Club,"potable water, recreation, and public bathing",none reported,Curly-leafed pondweed; starry stonewort,quagga mussels; zebra mussels; common carp,0,,,,Fully supported,Impaired,Impaired,Fully supported,Fair,Fair,Impaired,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lake Ontario,Ontario,western NY,CSLAP,no,,0,0,0,CSLAP,no,0.381097561,,,,,,,,,,
1302OSC0118,1302OSC0118_C,205,Lake Oscaleta,Westchester,South Salem,58,23,1594,645,27.7,37.7,11.5,22.3,6.8,no,0.44,"2006-2011, 2013-2019",41.29655,-73.56154,B,,no,,recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed; brittle naiad,none reported,0,,2016,no,NA,Fully supported,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,,5,2,0,1,0,0,0,0,,Three Lakes Council,yes,"Janet Andersen, Louis Feeney",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,1,1,0,CSLAP,no,0.56,,,,,,,,,"white perch, brown trout",
1301OSC0175,1301OSC0175_C,87,Lake Oscawana,Putnam,Putnam Valley,371,150,2965,1200,8,,,14.4,4.4,no,0.95,1991-1995,41.39576,-73.84874,A,A,yes,Abele Park Beach; Abele Park Children's Beach; Hilltop Beach; North View Estates; Lookout Manor Beach; Wildwood Knolls Beach,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; water chestnut,none reported,0,,,,Fully supported,Impaired,Impaired,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,"Lake Oscawana Civic Association, Inc.",,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.58,,,,,,,,,,
1301OSS0183D,1301OSS0183D_C,116,Lake Ossi,Putnam,Carmel,13,5,168,68,13.1,5.9,1.8,2.8,0.8,no,0.11,1996-2000,41.41642,-73.76051,B,,no,,recreation,none reported,none reported,none reported,2.1,Kirk Lake,,,NA,Fully supported,Stressed,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.58,,,,,,,,,,
1301PEE0171,1301PEE0171_C,73,Lake Peekskill,Putnam,Putnam Valley,58,23,707,286,12.3,24.6,7.5,12.1,3.7,no,0.47,"1990-1994, 1996, 1998, 2000-2010, 2012-2019",41.34007,-73.88261,B,C,no,Carraras Beach Lake Peekskill; North Beach Lake Peekskill; Singers Beach Lake Peekskill,recreation and public bathing,none reported,Curly leafed pondweed,none reported,0,,"2014, 2015, 2017",yes,NA,Fully supported,Stressed,Stressed,Good,Good,Fully supported,NA,NA,,9,6,4,0,2,5,0,0,,Lake Peekskill Preservation Comittee ,yes,"Christine Hritz, Michael Hritz",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,3,2,3,CSLAP,no,0.635162602,,,,47.5,,,,,,grass carp 1998
1004PLA0254,1004PLA0254_C,88,Lake Placid,Essex,North Elba,2803,1134,12701,5140,4.5,164,50,28.9,8.8,no,4.86,1991-2019,44.32226,-73.97381,AAspec,B,yes,Whiteface Lodge Canoe Club Beach,"potable water, recreation, and public bathing",none reported,variable watermilfoil,none reported,0,,2015,no,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,4,0,0,0,,Shore Owners' Association of Lake Placid ,yes,Mark Wilson and Mary Thill,Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,yes,,1,1,0,CSLAP,no,0.4,,,,,,,,,,
1104PLE0313,1104PLE0313_C,240,Lake Pleasant,Hamilton,Lake Pleasant,1440,583,7911,3201,5.5,62,18.9,29,8.8,no,1.82,2014-2016,43.47757,-74.37739,AA,,yes,Speculator Village Beach; Camp Tapawingo; Bearhurst Lakeside Cottages; Camp-of-the-Woods; Northwoods Lodge,"potable water, recreation, and public bathing",none reported,none reported,spiny waterflea,0,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,Lake Pleasant-Sacandaga Association ,yes,"Peter Tobiessen, James Olsen",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.88,,,,,,,,,,
1302RIP0119,1302RIP0119_C,204,Lake Rippowam,Westchester,South Salem,32,13,1013,410,31.5,18.7,5.7,8.8,2.7,no,0.15,"2006-2011, 2013-2019",41.29998,-73.5606,B,,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,2016,no,NA,Fully supported,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,,5,2,1,1,0,0,0,0,,Three Lakes Council,yes,"Janet Andersen,  Louis Feeney",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,1,1,0,CSLAP,no,0.56,,,,,,,,,brown trout,
0502SAL0051,0502SAL0051_C,133,Lake Salubria,Steuben,Bath,58,23,1842,746,32,21.3,6.5,10,3.1,no,0.25,"1997-2001, 2003-2008, 2015, 2017-2019",42.32927,-77.29298,B,,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,2019,no,NA,Stressed,Impaired,Stressed,Poor,Poor,Fully supported,6/18/2019,6/18/2019,,0,0,0,0,0,0,0,0,,Lake Salubria Association,yes,"Istvan Szabo, Steve Borkowski",Western,Allegheny/Chemung River,Finger Lakes,Finger Lakes,CSLAP,yes,,0,0,0,CSLAP,no,0.381097561,,,,,,,,,,"mechanical weed harvester 2005, 2004, 2003, 2000, 1997"
#N/A,#N/A,1005,Lake Taghanic,Columbia,Gallatin,160,65,1619,655,10.1,40,12.1,19,5.6,no,1.2,2005,42.08766,-73.71019,B(T),A,no,,recreation,none reported,Curly-leafed pondweed,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,yes,,,Lower Hudson River,,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.461679389,,,,,,,,,,
1301TIB0183E,1301TIB0183E_C,93,Lake Tibet,Putnam,Kent,38,16,434,176,11.3,,,3,0.9,no,0.14,1991-1993,41.45236,-73.77956,B,A,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Stressed,Fully supported,Poor,Fair,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.58,,,,,,,,,,weed harvesting < 1991
0902TIT0028,0902TIT0028_C,161,Lake Titus,Franklin,Malone,435,176,4151,1680,9.5,,,16.4,5,no,0.86,1999-2001,44.72574,-74.2821,B(T),A,no,Lake Titus Trailer Park,recreation and public bathing,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Stressed,Fully supported,Fair,Poor,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,0.61,,,,,,,,,,
1302TRU0115A,1302TRU0115A_C,162,Lake Truesdale,Westchester,Lewisboro,83,34,2372,960,28.5,9.5,2.9,4.5,1.4,no,0.1,1999-2013,41.28137,-73.55358,B,A,no,,recreation,none reported,Curly leafed pondweed,none reported,0,,2013,no,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,,0,0,0,0,0,1,2,0,herbicides,Truesdale Estates Association & Truesdale Lake Property Owners Association ,yes,,Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,1,1,0,CSLAP,no,0.463,,,,,,"copper sulfate 2013, 2010, 2009, 2008, 2002, 2000, 1999",,,,"fluridone 2008, 2006; aquathol 2000"
1302WAC0117,1302WAC0117_C,4,Lake Waccabuc,Westchester,South Salem,128,52,2199,890,17.2,46.6,14.2,23.9,7.3,no,0.76,"1986-1991, 1993-1995, 2000, 2002, 2006-2019",41.29792,-73.58427,A,0,yes,Waccabuc Country Club,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Brazilian elodea; Curly leafed pondweed; water chestnut; brittle naiad,none reported,0,,"2012, 2013, 2016",yes,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,6,4,0,3,0,1,2,4,hand harvesting,Three Lakes Council,yes,"Janet Andersen, Louis Feeney",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,yes,,3,2,3,CSLAP,no,0.56,,,,,,,hand harvesting 2017;; aqua thrusters 2018,,"brown trout 2018, 2017, 2015",
1402WAN0053,1402WAN0053_C,94,Lake Wanaksink,Sullivan,Thompson,307,124,1211,490,3.9,,,23,7,no,2.96,1991-1995,41.61873,-74.56512,B,C,no,,recreation,none reported,none reported,none reported,6.3,Pleasure Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,,Delaware River,Mid Atlantic,Mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,0.6,,,,,,,,,,
0602WAR0094,0602WAR0094_C,95,Lake Warn,Chenango,Oxford,32,13,665,269,20.7,26.2,8,12.1,3.7,no,0.4,"1991-1996, 2001-2010, 2012-2019",42.37451,-75.6464,C,,no,,recreation,none reported,Eurasian watermilfoil; Curly-leafed pondweed,none reported,0,,,,NA,NA,Stressed,Fully supported,Fair,Poor,Fully supported,NA,NA,,0,0,0,1,0,0,0,0,,Warn Lake Association,yes,James and Elaine Hill,Central,Susquehanna River,west central,Central NY,CSLAP,yes,,1,1,0,CSLAP,no,0.444613821,,,,,,,,,,
0502LAM0047,0502LAM0047_C,48,Lamoka Lake,Schulyer,Tyrone,826,334,17915,7250,21.7,46.2,14.1,21.7,6.6,no,0.8,1988-1990,42.39658,-77.0849,A,,yes,Lamoka Baptist Camp,"potable water, recreation, and public bathing",none reported,Eurasian watermilfoil; Curly leafed pondweed; brittle naiad,none reported,0,,,,Fully supported,Stressed,Impaired,Stressed,Fair,Poor,Fully supported,NA,NA,,3,1,1,0,0,0,1,0,herbicides,Lamoka-Waneta Lakes Foundation,,,Western,Allegheny/Chemung River,western FL,Finger Lakes,CSLAP,no,,1,1,0,CSLAP,no,0.381097561,,,,,,,,"duckweed, white water lily, and yellow water lily",,
1404LAU0382,1404LAU0382_C,233,Laurel Lake,Broome,Sanford,13,5,70,29,5.5,40,12.2,18.4,5.6,yes,1.87,2012-2016,40.97897,-72.55728,B,,no,,recreation,none reported,none reported,none reported,5.5,Deer Lake,"2012, 2015, 2016",yes,NA,Impaired,Impaired,Unassessed,Unknown,Unknown,Unassessed,NA,NA,,0,0,0,2,4,1,1,2,,Laurel Lake Association,yes,"Victor and Marilyn Corbin, Lars Updale",Central,Delaware River,Mid Atlantic,Central NY,CSLAP,yes,,3,2,3,CSLAP,no,0.548780488,,,,,,,,,,
0602LEB0153,0602LEB0153_C,38,Lebanon Reservoir,Madison,Lebanon,90,36,3185,1289,35.5,45.9,14,21,6.4,no,0.45,"1988-1994, 1997-2001, 2004-2005, 2011-2013, 2015-2019",42.80332,-75.60677,B(T),C,no,Lebanon Reservoir Campground,recreation and public bathing,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,Fully supported,Stressed,Threatened,Fair,Good,Fully supported,NA,NA,,3,1,0,0,0,0,0,0,mechanical harvester 2016-2018,Lebanon Reservoir Lot Owners Association,yes,Bob Washbon,Central,Susquehanna River,west central,Central NY,CSLAP,yes,,0,0,0,CSLAP,no,0.4,,,,,,,mechanical harvester 2016-2018,,,"mechanical harvester 1997, 1999, 2000"
#N/A,#N/A,97.1,Upper Leland Pond,Madison,Eaton,96,39,2723,1102,28.3,,,10.2,3.1,no,0.16,1992-1996,42.87945,-75.57742,C,B,no,,recreation,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,,,NA,NA,Threatened,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,mechanical harvester 2015; diquat 2015,Leland Pond Betterment Association,,,,Susquehanna River,,Central NY,CSLAP,no,,0,0,0,CSLAP,yes,0.528321057,,,,,,,mechanical harvester 2015; diquat 2015,,,weed harvesting 1996
#N/A,#N/A,97.2,Lower Leland Pond,Madison,Eaton,,,,,,,,,,,0,1992-1996,42.8743,-75.57323,,,,,,,,,,,2019,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528321057,,,,,,,,,,
1701LIL0779,1701LIL0779_C,219,Lily Pond,Suffolk,Southhampton,5,2,95,39,20.3,6.9,2.1,3.2,1,no,0.17,"2009-2013, 2015",40.93829,-72.21288,C,,no,,recreation,none reported,none reported,none reported,5.7,Little Long Pond,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,,0,0,0,0,0,0,0,0,,,,,Downstate,Long Island Sound,NYC LI,NYC LI,CSLAP,no,,0,0,0,CSLAP,no,0.29,,,,,,,,,,
0104LIM0130,0104LIM0130_C,134,Lime Lake,Cattaraugus,Machias,154,62,960,389,6.2,36.1,11,18,5.5,no,1.39,"1997-1999, 2001-2002, 2005, 2011-2014, 2016-2019",42.42757,-78.48004,B,B,no,,recreation,none reported,Eurasian watermilfoil,zebra mussels,0,,"2012, 2013, 2014, 2017",yes,NA,Stressed,Impaired,Fully supported,Poor,Fair,Fully supported,NA,NA,,0,0,2,0,0,1,2,5,"herbicides 2018, 2017, 2016, 2014, 2005, 1999 (Aqua Clean), 1998, 1997 (fluridone)",Lime Lake Cottage Owners Association,yes,"Gail Reese, Wendy Thompson, Marcia Bender",Western,Erie/Niagara River,western NY,western NY,CSLAP,yes,,4,2,3,CSLAP,yes,0.635162602,,,,,,,"herbicides 2018, 2017, 2016, 2014, 2005, 1999 (Aqua Clean), 1998, 1997 (fluridone)",,,
1004LIN0315,1004LIN0315_C,135,Lincoln Pond,Essex,Elizabethtown,721,292,9884,4000,13.7,25.3,7.7,9.8,3,no,0.69,"1997-2001, 2004, 2008-2016, 2018-2019",44.1431,-73.57318,B(T),B,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Impaired,Fully supported,Good,Poor,Impaired,NA,NA,,0,0,0,0,0,0,0,0,,Lincoln Pond Association ,yes,"Wayne Johnson, Gerald Zahavi, Deborah Maxwell",Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,0.316705609,,,,,,,,,,aquatic moths; lake level drawdown
1701LFR0662,1701LFR0662_C,58,Little Fresh Pond,Suffolk,Southhampton,19,8,554,224,28.7,19.7,6,9.8,3,no,0.36,"1989-1994, 1997, 2002-2019",40.91817,-72.40843,B,,no,,recreation,none reported,fanwort; curly leafed pondweed,none reported,0,,"2015, 2019",yes,NA,Stressed,Impaired,Fully supported,Unassessed,Unassessed,Fully supported,9/10/2019,9/10/2019,,2,2,0,0,2,0,0,0,,Little Fresh Pond Association,yes,"Ann Barzola, Jo Viola-Utschig",Downstate,Long Island Sound,NYC LI,NYC LI,CSLAP,yes,,2,2,1,CSLAP,no,0.29,,,,,,,,,,
0902LLO0141,1701LLO0708_C,210,Little Long Pond,Suffolk,Southampton,13,5,241,98,18.8,20,6.1,9.4,2.9,no,0.53,"2007-2010, 2012-2019",40.93326,-72.32089,C,D,no,,recreation,none reported,fanwort,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,,0,0,0,0,0,0,0,0,,Friends of the Long Pond Greenbelt,yes,"Jean Dodds, Doreen Johnston, Sandra Ferguson, Dai Dayton",Downstate,Long Island Sound,NYC LI,NYC LI,CSLAP,yes,,0,0,0,CSLAP,no,0.29,,,,,,,,,,
0302LSO0076,0302LSO0076_C,43,Little Sodus Bay,Cayuga,Fair Haven,715,290,1674,678,2.3,38.4,11.7,14.8,4.5,no,5.04,"1988-1995, 2016",43.32977,-76.7095,B,,no,,recreation,none reported,Eurasian watermilfoil; curly leafed pondweed; water chestnut,zebra mussels,0,,,,NA,Impaired,Impaired,Stressed,Poor,Poor,Stressed,NA,NA,,0,0,0,0,0,0,0,0,,,yes,,Western,Lake Ontario,Ontario,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,yes,0.381097561,,,,,,,,,,
1501UWB1006,1501UWB1006_C,221,Little We Wah Lake,Orange,Tuxedo,11,5,3875,1568,348.4,15.1,4.6,7.1,2.2,no,0.01,"2009-2012, 2014-2019",41.21061,-74.20045,B,B,no,,recreation,none reported,Eurasian watermilfoil,none reported,0,,"2012, 2014, 2017, 2019",yes,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,7/24/2019,7/24/2019,,0,0,2,1,0,2,0,3,suction harvesting 2016; hand harvesting 2014,Tuxedo Park Environmental Committee ,yes,"Alan McHugh, John Bello, Jeff Voss",Downstate,Lower Hudson River,Mid Atlantic,lower Hudson,CSLAP,yes,,4,2,3,CSLAP,no,0.61,,,,,,,suction harvesting 2016; hand harvesting 2014,,,
